[f,da,db,dc,ga,go,t,h,p],
[914.6,0,29,41,3550.2585,9858.1201,26.77,62.61,94264.25],
[914.6,0,29,43,3550.2585,9858.1201,26.74,62.79,94259.12],
[914.6,0,29,45,3550.2585,9858.1201,26.71,62.91,94269.71],
[914.6,0,29,47,3550.2585,9858.1201,26.69,63.22,94265.95],
[914.6,0,29,49,3550.2585,9858.1201,26.66,63.30,94285.09],
[914.6,0,29,51,3550.2585,9858.1201,26.66,63.49,94274.50],
[914.6,0,29,53,3550.2585,9858.1201,26.62,63.54,94256.04],
[914.6,0,29,55,3550.2583,9858.1201,26.58,63.62,94253.65],
[914.6,0,29,57,3550.2583,9858.1201,26.56,63.78,94265.26],
[914.6,0,29,59,3550.2583,9858.1201,26.54,64.03,94276.20],
[914.6,0,30,1,3550.2583,9858.1201,26.49,64.03,94314.48],
[914.6,0,30,3,3550.2583,9858.1201,26.43,64.35,94272.10],
[914.6,0,30,5,3550.2583,9858.1201,26.27,65.09,94251.59],
[914.6,0,30,7,3550.2583,9858.1201,26.17,65.78,94275.51],
[914.6,0,30,9,3550.2583,9858.1201,26.08,66.26,94260.82],
[914.6,0,30,11,3550.2583,9858.1201,26.03,66.53,94282.69],
[914.6,0,30,13,3550.2583,9858.1201,25.95,66.77,94264.23],
[914.6,0,30,15,3550.2583,9858.1201,25.92,67.29,94289.18],
[914.6,0,30,17,3550.2583,9858.1201,25.87,67.60,94258.08],
[914.6,0,30,19,3550.2583,9858.1201,25.83,67.93,94260.47],
[914.6,0,30,21,3550.2583,9858.1201,25.80,68.30,94264.91],
[914.6,0,30,23,3550.2583,9858.1201,25.79,68.64,94275.85],
[914.6,0,30,25,3550.2583,9858.1201,25.75,68.70,94288.84],
[914.6,0,30,27,3550.2583,9858.1201,25.71,68.88,94272.09],
[914.6,0,30,29,3550.2583,9858.1201,25.69,69.11,94255.34],
[914.6,0,30,31,3550.2583,9858.1201,25.64,69.22,94320.97],
[914.6,0,30,33,3550.2583,9858.1201,25.61,69.55,94261.15],
[914.6,0,30,35,3550.2583,9858.1191,25.56,70.03,94247.82],
[914.6,0,30,37,3550.2583,9858.1191,25.53,70.52,94291.91],
[914.6,0,30,39,3550.2583,9858.1201,25.49,70.44,94276.53],
[914.6,0,30,41,3550.2583,9858.1201,25.46,70.49,94267.99],
[914.6,0,30,43,3550.2583,9858.1201,25.43,70.58,94295.67],
[914.6,0,30,45,3550.2583,9858.1191,25.41,70.90,94313.44],
[914.6,0,30,47,3550.2583,9858.1191,25.38,71.29,94275.16],
[914.6,0,30,49,3550.2585,9858.1191,25.34,71.39,94239.62],
[914.6,0,30,51,3550.2585,9858.1191,25.30,71.65,94257.39],
[914.6,0,30,53,3550.2585,9858.1191,25.27,71.76,94289.86],
[914.6,0,30,55,3550.2585,9858.1191,25.22,71.87,94263.54],
[914.6,0,30,57,3550.2585,9858.1191,25.19,71.75,94343.87],
[914.6,0,30,59,3550.2585,9858.1191,25.15,72.24,94279.27],
[914.6,0,31,1,3550.2585,9858.1191,25.10,72.35,94234.49],
[914.6,0,31,3,3550.2585,9858.1191,25.07,72.55,94227.66],
[914.6,0,31,5,3550.2585,9858.1191,25.02,72.77,94257.74],
[914.6,0,31,7,3550.2585,9858.1191,24.94,73.18,94274.48],
[914.6,0,31,9,3550.2585,9858.1191,24.90,73.74,94284.05],
[914.6,0,31,11,3550.2583,9858.1191,24.87,74.10,94257.74],
[914.6,0,31,13,3550.2583,9858.1191,24.85,74.47,94263.89],
[914.6,0,31,15,3550.2585,9858.1191,24.83,75.17,94250.90],
[914.6,0,31,17,3550.2585,9858.1191,24.78,75.90,94257.06],
[914.6,0,31,19,3550.2585,9858.1201,24.67,76.32,94261.84],
[914.6,0,31,21,3550.2585,9858.1201,24.60,76.47,94272.10],
[914.6,0,31,23,3550.2585,9858.1201,24.49,76.79,94255.35],
[914.6,0,31,25,3550.2585,9858.1201,24.38,77.29,94263.90],
[914.6,0,31,27,3550.2583,9858.1201,24.31,78.11,94268.68],
[914.6,0,31,29,3550.2583,9858.1201,24.23,78.66,94270.05],
[914.6,0,31,31,3550.2583,9858.1201,24.16,78.65,94258.78],
[914.6,0,31,33,3550.2585,9858.1201,24.12,79.23,94288.85],
[914.6,0,31,35,3550.2583,9858.1201,24.08,79.86,94270.74],
[914.6,0,31,37,3550.2583,9858.1201,24.03,79.67,94280.65],
[914.6,0,31,39,3550.2583,9858.1201,24.02,79.29,94307.30],
[914.6,0,31,41,3550.2581,9858.1201,23.97,79.50,94251.61],
[914.6,0,31,43,3550.2581,9858.1201,23.94,79.67,94263.91],
[914.6,0,31,45,3550.2581,9858.1201,23.92,80.13,94238.97],
[914.6,0,31,47,3550.2578,9858.1201,23.88,80.57,94241.70],
[914.6,0,31,49,3550.2578,9858.1201,23.84,80.70,94231.11],
[914.6,0,31,51,3550.2578,9858.1201,23.82,81.08,94225.65],
[914.6,0,31,53,3550.2578,9858.1201,23.79,81.34,94269.04],
[914.6,0,31,55,3550.2578,9858.1201,23.68,82.09,94287.15],
[914.6,0,31,57,3550.2578,9858.1201,23.57,82.79,94247.86],
[914.6,0,31,59,3550.2578,9858.1201,23.43,82.95,94271.09],
[914.6,0,32,1,3550.2578,9858.1201,23.30,83.96,94242.74],
[914.6,0,32,3,3550.2576,9858.1201,23.14,85.00,94242.40],
[914.6,0,32,5,3550.2576,9858.1201,22.89,87.61,94274.51],
[914.6,0,32,7,3550.2573,9858.1201,22.79,89.78,94225.66],
[914.6,0,32,9,3550.2573,9858.1201,22.68,91.41,94172.37],
[914.6,0,32,11,3550.2573,9858.1201,22.61,92.82,94199.01],
[914.6,0,32,13,3550.2571,9858.1201,22.49,93.82,94242.74],
[914.6,0,32,15,3550.2571,9858.1211,22.44,94.46,94235.57],
[914.6,0,32,17,3550.2571,9858.1211,22.39,95.27,94175.11],
[914.6,0,32,19,3550.2571,9858.1211,22.37,96.11,94296.37],
[914.6,0,32,21,3550.2573,9858.1201,22.32,96.22,94232.50],
[914.6,0,32,23,3550.2576,9858.1201,22.31,96.96,94246.84],
[914.6,0,32,25,3550.2573,9858.1211,22.26,97.52,94344.19],
[914.6,0,32,27,3550.2573,9858.1211,22.26,98.12,94263.92],
[914.6,0,32,29,3550.2573,9858.1211,22.23,97.98,94258.12],
[914.6,0,32,31,3550.2573,9858.1211,22.23,98.60,94272.80],
[914.6,0,32,33,3550.2576,9858.1211,22.23,99.29,94219.52],
[914.6,0,32,35,3550.2576,9858.1211,22.21,99.28,94247.53],
[914.6,0,32,37,3550.2576,9858.1211,22.19,99.23,94216.79],
[914.6,0,32,39,3550.2576,9858.1211,22.15,99.37,94211.67],
[914.6,0,32,41,3550.2573,9858.1211,22.13,99.30,94356.46],
[914.6,0,32,43,3550.2573,9858.1211,22.10,100.00,94272.11],
[914.6,0,32,45,3550.2573,9858.1211,22.08,100.00,94226.01],
[914.6,0,32,47,3550.2576,9858.1211,22.08,100.00,94251.28],
[914.6,0,32,49,3550.2576,9858.1211,22.09,100.00,94206.88],
[914.6,0,32,51,3550.2573,9858.1221,22.06,100.00,94254.69],
[914.6,0,32,53,3550.2573,9858.1221,22.02,100.00,94261.17],
[914.6,0,32,55,3550.2571,9858.1221,21.98,100.00,94218.83],
[914.6,0,32,57,3550.2571,9858.1221,21.94,100.00,94248.19],
[914.6,0,32,59,3550.2571,9858.1221,21.93,100.00,94248.53],
[914.6,0,33,1,3550.2571,9858.1221,21.91,100.00,94240.68],
[914.6,0,33,3,3550.2573,9858.1221,21.92,100.00,94256.72],
[914.6,0,33,5,3550.2573,9858.1221,21.88,100.00,94251.25],
[914.6,0,33,7,3550.2573,9858.1221,21.88,100.00,94225.64],
[914.6,0,33,9,3550.2573,9858.1221,21.87,100.00,94226.32],
[914.6,0,33,11,3550.2573,9858.1221,21.87,100.00,94202.77],
[914.6,0,33,13,3550.2573,9858.1221,21.85,100.00,94232.12],
[914.6,0,33,15,3550.2573,9858.1221,21.85,100.00,94211.29],
[914.6,0,33,17,3550.2573,9858.1221,21.84,100.00,94190.13],
[914.6,0,33,19,3550.2573,9858.1221,21.84,100.00,94207.19],
[914.6,0,33,21,3550.2573,9858.1221,21.81,100.00,94215.04],
[914.6,0,33,23,3550.2573,9858.1221,21.81,100.00,94252.57],
[914.6,0,33,25,3550.2573,9858.1221,21.79,100.00,94236.53],
[914.6,0,33,27,3550.2571,9858.1221,21.81,100.00,94219.12],
[914.6,0,33,29,3550.2573,9858.1221,21.80,100.00,94246.76],
[914.6,0,33,31,3550.2573,9858.1221,21.81,100.00,94236.85],
[914.6,0,33,33,3550.2576,9858.1221,21.78,100.00,94246.75],
[914.6,0,33,35,3550.2576,9858.1211,21.77,100.00,94248.45],
[914.6,0,33,37,3550.2576,9858.1211,21.74,100.00,94289.72],
[914.6,0,33,39,3550.2573,9858.1211,21.72,100.00,94217.38],
[914.6,0,33,41,3550.2573,9858.1211,21.76,100.00,94231.36],
[914.6,0,33,43,3550.2573,9858.1211,21.74,100.00,94230.67],
[914.6,0,33,45,3550.2576,9858.1211,21.73,100.00,94275.02],
[914.6,0,33,47,3550.2578,9858.1211,21.77,100.00,94138.55],
[914.6,0,33,49,3550.2578,9858.1211,21.75,100.00,94197.56],
[914.6,0,33,51,3550.2578,9858.1211,21.74,100.00,94220.75],
[914.6,0,33,53,3550.2576,9858.1211,21.74,100.00,94204.37],
[914.6,0,33,55,3550.2576,9858.1211,21.72,100.00,94239.84],
[914.6,0,33,57,3550.2576,9858.1211,21.73,100.00,94221.07],
[914.6,0,33,59,3550.2576,9858.1211,21.72,100.00,94259.94],
[914.6,0,34,1,3550.2576,9858.1211,21.72,100.00,94314.17],
[914.6,0,34,3,3550.2576,9858.1211,21.74,100.00,94280.05],
[914.6,0,34,5,3550.2576,9858.1211,21.73,100.00,94171.92],
[914.6,0,34,7,3550.2576,9858.1211,21.73,100.00,94231.94],
[914.6,0,34,9,3550.2576,9858.1211,21.73,100.00,94210.79],
[914.6,0,34,11,3550.2576,9858.1211,21.75,100.00,94207.02],
[914.6,0,34,13,3550.2576,9858.1211,21.73,100.00,94232.26],
[914.6,0,34,15,3550.2576,9858.1211,21.78,100.00,94217.24],
[914.6,0,34,17,3550.2576,9858.1201,21.77,100.00,94249.97],
[914.6,0,34,19,3550.2576,9858.1201,21.76,100.00,94209.72],
[914.6,0,34,21,3550.2576,9858.1201,21.78,100.00,94194.71],
[914.6,0,34,23,3550.2576,9858.1201,21.79,100.00,94216.86],
[914.6,0,34,25,3550.2576,9858.1201,21.80,100.00,94266.63],
[914.6,0,34,27,3550.2576,9858.1201,21.82,100.00,94248.89],
[914.6,0,34,29,3550.2576,9858.1201,21.80,100.00,94214.79],
[914.6,0,34,31,3550.2576,9858.1201,21.80,100.00,94264.21],
[914.6,0,34,33,3550.2576,9858.1201,21.80,100.00,94252.95],
[914.6,0,34,35,3550.2576,9858.1201,21.82,100.00,94241.35],
[914.6,0,34,37,3550.2576,9858.1201,21.82,100.00,94197.70],
[914.6,0,34,39,3550.2576,9858.1191,21.82,100.00,94237.24],
[914.6,0,34,41,3550.2576,9858.1191,21.83,100.00,94209.60],
[914.6,0,34,43,3550.2576,9858.1191,21.83,100.00,94198.01],
[914.6,0,34,45,3550.2576,9858.1191,21.82,100.00,94223.56],
[914.6,0,34,47,3550.2576,9858.1191,21.81,100.00,94215.38],
[914.6,0,34,49,3550.2578,9858.1191,21.79,100.00,94232.74],
[914.6,0,34,51,3550.2578,9858.1191,21.79,100.00,94277.71],
[914.6,0,34,53,3550.2578,9858.1191,21.77,100.00,94276.69],
[914.6,0,34,55,3550.2578,9858.1191,21.77,100.00,94225.89],
[914.6,0,34,57,3550.2578,9858.1191,21.76,100.00,94214.29],
[914.6,0,34,59,3550.2578,9858.1182,21.79,100.00,94131.46],
[914.6,0,35,1,3550.2578,9858.1182,21.76,100.00,94240.50],
[914.6,0,35,3,3550.2578,9858.1182,21.76,100.00,94218.01],
[914.6,0,35,5,3550.2578,9858.1182,21.77,100.00,94179.48],
[914.6,0,35,7,3550.2578,9858.1182,21.77,100.00,94246.27],
[914.6,0,35,9,3550.2578,9858.1182,21.79,100.00,94213.54],
[914.6,0,35,11,3550.2581,9858.1182,21.78,100.00,94270.09],
[914.6,0,35,13,3550.2581,9858.1182,21.73,100.00,94183.86],
[914.6,0,35,15,3550.2581,9858.1182,21.73,100.00,94212.48],
[914.6,0,35,17,3550.2581,9858.1182,21.73,100.00,94230.86],
[914.6,0,35,19,3550.2581,9858.1182,21.75,100.00,94219.27],
[914.6,0,35,21,3550.2581,9858.1182,21.74,100.00,94208.00],
[914.6,0,35,23,3550.2581,9858.1182,21.71,100.00,94206.28],
[914.6,0,35,25,3550.2581,9858.1182,21.67,100.00,94185.15],
[914.6,0,35,27,3550.2581,9858.1182,21.66,100.00,94210.35],
[914.6,0,35,29,3550.2581,9858.1182,21.65,100.00,94204.89],
[914.6,0,35,31,3550.2581,9858.1182,21.62,100.00,94281.86],
[914.6,0,35,33,3550.2581,9858.1182,21.64,100.00,94174.88],
[914.6,0,35,35,3550.2581,9858.1191,21.63,100.00,94240.95],
[914.6,0,35,37,3550.2581,9858.1191,21.65,100.00,94208.23],
[914.6,0,35,39,3550.2581,9858.1191,21.65,100.00,94192.89],
[914.6,0,35,41,3550.2581,9858.1191,21.64,100.00,94309.35],
[914.6,0,35,43,3550.2581,9858.1191,21.62,100.00,94191.83],
[914.6,0,35,45,3550.2581,9858.1191,21.61,100.00,94256.53],
[914.6,0,35,47,3550.2581,9858.1191,21.60,100.00,94247.32],
[914.6,0,35,49,3550.2581,9858.1191,21.60,100.00,94265.70],
[914.6,0,35,51,3550.2581,9858.1191,21.59,100.00,94195.86],
[914.6,0,35,53,3550.2581,9858.1191,21.60,100.00,94208.11],
[914.6,0,35,55,3550.2581,9858.1191,21.61,100.00,94225.13],
[914.6,0,35,57,3550.2581,9858.1191,21.61,100.00,94229.19],
[914.6,0,35,59,3550.2581,9858.1191,21.61,100.00,94218.96],
[914.6,0,36,1,3550.2581,9858.1191,21.63,100.00,94231.21],
[914.6,0,36,3,3550.2581,9858.1191,21.61,100.00,94176.71],
[914.6,0,36,5,3550.2581,9858.1191,21.61,100.00,94225.37],
[914.6,0,36,7,3550.2581,9858.1191,21.61,100.00,94219.25],
[914.6,0,36,9,3550.2583,9858.1191,21.63,100.00,94205.60],
[914.6,0,36,11,3550.2583,9858.1191,21.64,100.00,94188.22],
[914.6,0,36,13,3550.2583,9858.1191,21.61,100.00,94233.83],
[914.6,0,36,15,3550.2583,9858.1191,21.61,100.00,94229.39],
[914.6,0,36,17,3550.2583,9858.1191,21.62,100.00,94211.68],
[914.6,0,36,19,3550.2583,9858.1191,21.64,100.00,94212.33],
[914.6,0,36,21,3550.2583,9858.1191,21.67,100.00,94197.01],
[914.6,0,36,23,3550.2583,9858.1191,21.65,100.00,94177.24],
[914.6,0,36,25,3550.2583,9858.1191,21.62,100.00,94162.58],
[914.6,0,36,27,3550.2583,9858.1191,21.65,100.00,94225.56],
[914.6,0,36,29,3550.2583,9858.1191,21.67,100.00,94202.38],
[914.6,0,36,31,3550.2583,9858.1191,21.67,100.00,94211.21],
[914.6,0,36,33,3550.2583,9858.1191,21.64,100.00,94209.49],
[914.6,0,36,35,3550.2583,9858.1191,21.65,100.00,94182.25],
[914.6,0,36,37,3550.2583,9858.1191,21.64,100.00,94201.64],
[914.6,0,36,39,3550.2583,9858.1191,21.65,100.00,94233.26],
[914.6,0,36,41,3550.2583,9858.1191,21.67,100.00,94227.79],
[914.6,0,36,43,3550.2583,9858.1191,21.66,100.00,94183.56],
[914.6,0,36,45,3550.2583,9858.1191,21.67,100.00,94209.06],
[914.6,0,36,47,3550.2583,9858.1191,21.65,100.00,94221.63],
[914.6,0,36,49,3550.2583,9858.1191,21.59,100.00,94281.51],
[914.6,0,36,51,3550.2583,9858.1191,21.57,100.00,94203.22],
[914.6,0,36,53,3550.2583,9858.1191,21.60,100.00,94233.48],
[914.6,0,36,55,3550.2583,9858.1191,21.59,100.00,94241.98],
[914.6,0,36,57,3550.2583,9858.1191,21.59,100.00,94207.93],
[914.6,0,36,59,3550.2583,9858.1191,21.56,100.00,94208.26],
[914.6,0,37,1,3550.2583,9858.1191,21.57,100.00,94179.67],
[914.6,0,37,3,3550.2583,9858.1191,21.57,100.00,94197.00],
[914.6,0,37,5,3550.2583,9858.1191,21.53,100.00,94175.89],
[914.6,0,37,7,3550.2583,9858.1191,21.51,100.00,94252.76],
[914.6,0,37,9,3550.2583,9858.1191,21.53,100.00,94246.96],
[914.6,0,37,11,3550.2583,9858.1191,21.47,100.00,94223.47],
[914.6,0,37,13,3550.2583,9858.1191,21.45,100.00,94225.47],
[914.6,0,37,15,3550.2583,9858.1191,21.42,100.00,94194.51],
[914.6,0,37,17,3550.2583,9858.1191,21.40,100.00,94222.39],
[914.6,0,37,19,3550.2583,9858.1191,21.36,100.00,94210.80],
[914.6,0,37,21,3550.2583,9858.1191,21.35,100.00,94250.26],
[914.6,0,37,23,3550.2583,9858.1191,21.35,100.00,94228.12],
[914.6,0,37,25,3550.2583,9858.1191,21.33,100.00,94274.01],
[914.6,0,37,27,3550.2583,9858.1191,21.37,100.00,94241.71],
[914.6,0,37,29,3550.2583,9858.1191,21.37,100.00,94203.22],
[914.6,0,37,31,3550.2583,9858.1191,21.37,100.00,94261.72],
[914.6,0,37,33,3550.2583,9858.1191,21.37,100.00,94237.21],
[914.6,0,37,35,3550.2583,9858.1191,21.37,100.00,94252.52],
[914.6,0,37,37,3550.2583,9858.1191,21.39,100.00,94223.89],
[914.6,0,37,39,3550.2583,9858.1191,21.36,100.00,94235.80],
[914.6,0,37,41,3550.2583,9858.1191,21.35,100.00,94313.98],
[914.6,0,37,43,3550.2583,9858.1191,21.35,100.00,94248.67],
[914.6,0,37,45,3550.2583,9858.1191,21.35,100.00,94248.67],
[914.6,0,37,47,3550.2583,9858.1191,21.37,100.00,94258.84],
[914.6,0,37,49,3550.2583,9858.1191,21.38,100.00,94230.91],
[914.6,0,37,51,3550.2583,9858.1191,21.39,100.00,94254.72],
[914.6,0,37,53,3550.2583,9858.1191,21.39,100.00,94220.36],
[914.6,0,37,55,3550.2583,9858.1191,21.39,100.00,94241.08],
[914.6,0,37,57,3550.2583,9858.1191,21.40,100.00,94274.73],
[914.6,0,37,59,3550.2583,9858.1191,21.40,100.00,94237.28],
[914.6,0,38,1,3550.2583,9858.1191,21.37,100.00,94269.58],
[914.6,0,38,3,3550.2583,9858.1191,21.36,100.00,94241.34],
[914.6,0,38,5,3550.2583,9858.1191,21.35,100.00,94248.80],
[914.6,0,38,7,3550.2583,9858.1191,21.36,100.00,94268.48],
[914.6,0,38,9,3550.2583,9858.1191,21.34,100.00,94213.03],
[914.6,0,38,11,3550.2583,9858.1191,21.32,100.00,94245.32],
[914.6,0,38,13,3550.2583,9858.1191,21.33,100.00,94269.45],
[914.6,0,38,15,3550.2583,9858.1191,21.34,100.00,94234.07],
[914.6,0,38,17,3550.2583,9858.1191,21.40,100.00,94250.02],
[914.6,0,38,19,3550.2583,9858.1191,21.41,100.00,94240.82],
[914.6,0,38,21,3550.2583,9858.1191,21.41,100.00,94236.38],
[914.6,0,38,23,3550.2583,9858.1191,21.41,100.00,94236.70],
[914.6,0,38,25,3550.2583,9858.1191,21.40,100.00,94253.36],
[914.6,0,38,27,3550.2583,9858.1191,21.39,100.00,94290.41],
[914.6,0,38,29,3550.2583,9858.1191,21.41,100.00,94264.87],
[914.6,0,38,31,3550.2583,9858.1191,21.41,100.00,94189.04],
[914.6,0,38,33,3550.2585,9858.1191,21.44,100.00,94228.46],
[914.6,0,38,35,3550.2585,9858.1191,21.43,100.00,94211.10],
[914.6,0,38,37,3550.2585,9858.1191,21.41,100.00,94255.28],
[914.6,0,38,39,3550.2585,9858.1191,21.40,100.00,94213.09],
[914.6,0,38,41,3550.2585,9858.1191,21.41,100.00,94207.30],
[914.6,0,38,43,3550.2585,9858.1191,21.43,100.00,94245.69],
[914.6,0,38,45,3550.2585,9858.1191,21.40,100.00,94247.04],
[914.6,0,38,47,3550.2585,9858.1191,21.39,100.00,94247.04],
[914.6,0,38,49,3550.2585,9858.1191,21.37,100.00,94261.64],
[914.6,0,38,51,3550.2585,9858.1191,21.35,100.00,94279.96],
[914.6,0,38,53,3550.2585,9858.1191,21.34,100.00,94282.34],
[914.6,0,38,55,3550.2585,9858.1191,21.34,100.00,94267.35],
[914.6,0,38,57,3550.2585,9858.1191,21.30,100.00,94249.99],
[914.6,0,38,59,3550.2585,9858.1191,21.29,100.00,94294.87],
[914.6,0,39,1,3550.2585,9858.1191,21.30,100.00,94232.62],
[914.6,0,39,3,3550.2585,9858.1191,21.31,100.00,94324.06],
[914.6,0,39,5,3550.2585,9858.1191,21.31,100.00,94254.35],
[914.6,0,39,7,3550.2585,9858.1191,21.30,100.00,94195.20],
[914.6,0,39,9,3550.2585,9858.1191,21.29,100.00,94226.45],
[914.6,0,39,11,3550.2585,9858.1191,21.34,100.00,94257.69],
[914.6,0,39,13,3550.2585,9858.1191,21.31,100.00,94217.57],
[914.6,0,39,15,3550.2585,9858.1191,21.32,100.00,94233.19],
[914.6,0,39,17,3550.2585,9858.1191,21.31,100.00,94292.66],
[914.6,0,39,19,3550.2585,9858.1191,21.30,100.00,94263.08],
[914.6,0,39,21,3550.2585,9858.1191,21.27,100.00,94291.95],
[914.6,0,39,23,3550.2585,9858.1191,21.25,100.00,94219.87],
[914.6,0,39,25,3550.2585,9858.1191,21.26,100.00,94279.34],
[914.6,0,39,27,3550.2585,9858.1191,21.26,100.00,94204.57],
[914.6,0,39,29,3550.2585,9858.1191,21.26,100.00,94209.65],
[914.6,0,39,31,3550.2585,9858.1191,21.27,100.00,94308.52],
[914.6,0,39,33,3550.2585,9858.1191,21.26,100.00,94214.73],
[914.6,0,39,35,3550.2585,9858.1191,21.24,100.00,94209.26],
[914.6,0,39,37,3550.2585,9858.1191,21.26,100.00,94255.48],
[914.6,0,39,39,3550.2585,9858.1191,21.26,100.00,94189.20],
[914.6,0,39,41,3550.2585,9858.1191,21.26,100.00,94246.92],
[914.6,0,39,43,3550.2585,9858.1191,21.27,100.00,94258.81],
[914.6,0,39,45,3550.2585,9858.1191,21.29,100.00,94228.21],
[914.6,0,39,47,3550.2585,9858.1191,21.31,100.00,94204.74],
[914.6,0,39,49,3550.2585,9858.1191,21.29,100.00,94237.01],
[914.6,0,39,51,3550.2585,9858.1191,21.30,100.00,94191.82],
[914.6,0,39,53,3550.2585,9858.1191,21.31,100.00,94245.81],
[914.6,0,39,55,3550.2585,9858.1191,21.27,100.00,94262.77],
[914.6,0,39,57,3550.2585,9858.1191,21.27,100.00,94265.15],
[914.6,0,39,59,3550.2585,9858.1191,21.25,100.00,94215.53],
[914.6,0,40,1,3550.2585,9858.1191,21.24,100.00,94258.34],
[914.6,0,40,3,3550.2585,9858.1191,21.23,100.00,94269.19],
[914.6,0,40,5,3550.2585,9858.1191,21.21,100.00,94299.08],
[914.6,0,40,7,3550.2585,9858.1191,21.20,100.00,94235.19],
[914.6,0,40,9,3550.2585,9858.1191,21.19,100.00,94271.18],
[914.6,0,40,11,3550.2585,9858.1191,21.20,100.00,94270.14],
[914.6,0,40,13,3550.2585,9858.1191,21.21,100.00,94228.69],
[914.6,0,40,15,3550.2585,9858.1191,21.23,100.00,94264.36],
[914.6,0,40,17,3550.2585,9858.1191,21.20,100.00,94276.56],
[914.6,0,40,19,3550.2585,9858.1191,21.20,100.00,94264.99],
[914.6,0,40,21,3550.2585,9858.1191,21.22,100.00,94231.70],
[914.6,0,40,23,3550.2585,9858.1191,21.19,100.00,94239.47],
[914.6,0,40,25,3550.2585,9858.1191,21.16,100.00,94252.70],
[914.6,0,40,27,3550.2585,9858.1191,21.17,100.00,94264.59],
[914.6,0,40,29,3550.2585,9858.1191,21.13,100.00,94247.95],
[914.6,0,40,31,3550.2585,9858.1191,21.15,100.00,94254.05],
[914.6,0,40,33,3550.2585,9858.1191,21.15,100.00,94256.75],
[914.6,0,40,35,3550.2585,9858.1191,21.11,100.00,94280.84],
[914.6,0,40,37,3550.2585,9858.1191,21.10,100.00,94278.46],
[914.6,0,40,39,3550.2585,9858.1191,21.09,100.00,94239.70],
[914.6,0,40,41,3550.2585,9858.1191,21.09,100.00,94275.37],
[914.6,0,40,43,3550.2585,9858.1191,21.06,100.00,94289.95],
[914.6,0,40,45,3550.2585,9858.1191,21.04,100.00,94260.39],
[914.6,0,40,47,3550.2585,9858.1191,21.03,100.00,94281.07],
[914.6,0,40,49,3550.2585,9858.1191,21.06,100.00,94216.88],
[914.6,0,40,51,3550.2585,9858.1191,21.04,100.00,94285.82],
[914.6,0,40,53,3550.2585,9858.1191,21.04,100.00,94241.28],
[914.6,0,40,55,3550.2585,9858.1191,21.03,100.00,94241.28],
[914.6,0,40,57,3550.2585,9858.1191,21.03,100.00,94326.15],
[914.6,0,40,59,3550.2585,9858.1191,21.05,100.00,94264.34],
[914.6,0,41,1,3550.2585,9858.1191,21.06,100.00,94266.00],
[914.6,0,41,4,3550.2585,9858.1191,21.08,100.00,94270.76],
[914.6,0,41,5,3550.2585,9858.1191,21.07,100.00,94254.43],
[914.6,0,41,8,3550.2585,9858.1191,21.05,100.00,94299.60],
[914.6,0,41,9,3550.2585,9858.1191,21.05,100.00,94277.49],
[914.6,0,41,11,3550.2585,9858.1191,21.04,100.00,94250.31],
[914.6,0,41,14,3550.2585,9858.1191,21.03,100.00,94228.92],
[914.6,0,41,16,3550.2585,9858.1191,21.05,100.00,94262.51],
[914.6,0,41,17,3550.2585,9858.1191,21.05,100.00,94241.75],
[914.6,0,41,19,3550.2585,9858.1191,21.04,100.00,94275.02],
[914.6,0,41,22,3550.2585,9858.1191,21.03,100.00,94244.12],
[914.6,0,41,24,3550.2585,9858.1191,21.05,100.00,94286.91],
[914.6,0,41,26,3550.2585,9858.1191,21.05,100.00,94231.21],
[914.6,0,41,28,3550.2585,9858.1191,21.07,100.00,94289.60],
[914.6,0,41,29,3550.2585,9858.1191,21.09,100.00,94266.46],
[914.6,0,41,32,3550.2585,9858.1191,21.07,100.00,94293.95],
[914.6,0,41,34,3550.2585,9858.1191,21.06,100.00,94288.16],
[914.6,0,41,36,3550.2585,9858.1191,21.06,100.00,94255.92],
[914.6,0,41,38,3550.2585,9858.1191,21.08,100.00,94302.74],
[914.6,0,41,39,3550.2585,9858.1191,21.07,100.00,94298.30],
[914.6,0,41,42,3550.2585,9858.1191,21.04,100.00,94345.83],
[914.6,0,41,44,3550.2585,9858.1191,21.04,100.00,94274.84],
[914.6,0,41,46,3550.2585,9858.1191,21.02,100.00,94372.59],
[914.6,0,41,48,3550.2585,9858.1191,21.03,100.00,94308.43],
[914.6,0,41,49,3550.2585,9858.1191,21.00,100.00,p],
[914.6,0,41,52,3550.2588,9858.1191,20.99,100.00,94307.40],
[f,0,41,54,3550.2588,9858.1191,21.00,100.00,94307.71],
[914.6,0,41,56,3550.2585,9858.1191,20.97,100.00,94336.54],
[914.6,0,41,58,3550.2588,9858.1191,20.99,100.00,94278.47],
[914.6,0,42,0,3550.2588,9858.1191,21.01,100.00,94248.93],
[914.6,0,42,2,3550.2588,9858.1191,20.99,100.00,94287.26],
[914.6,0,42,4,3550.2588,9858.1191,20.99,100.00,94299.14],
[914.6,0,42,6,3550.2588,9858.1201,20.96,100.00,94312.37],
[914.6,0,42,8,3550.2585,9858.1201,20.97,100.00,94316.09],
[914.6,0,42,9,3550.2585,9858.1201,20.98,100.00,94315.06],
[914.6,0,42,12,3550.2585,9858.1201,20.96,100.00,94287.57],
[914.6,0,42,14,3550.2585,9858.1201,20.94,100.00,94279.73],
